id_ticket,actividad,inicio_actividad,fin_actividad,duracion_horas
TCK-1071,Ingreso a Backlog,2025-01-30 13:05:00,2025-01-30 13:20:00,0.25
TCK-1071,Inicio de Fase,2025-11-10 16:19:00,2025-11-10 16:34:00,0.25
TCK-1071,Resolución del Requerimiento,2025-10-25 11:03:00,2025-10-25 11:18:00,0.25
TCK-1071,Validación QA,2025-11-26 12:50:00,2025-11-26 13:05:00,0.25
TCK-1072,Aprobación por Comité,2025-02-02 12:08:00,2025-02-02 12:23:00,0.25
TCK-1072,Cierre del Ticket,2025-10-26 09:31:00,2025-10-26 09:46:00,0.25
TCK-1072,Creación de Ticket,2025-01-22 09:07:00,2025-01-22 09:22:00,0.25
TCK-1072,Evaluación de Requerimiento,2025-01-23 08:43:00,2025-01-23 08:58:00,0.25
TCK-1072,Fin de Fase,2025-12-12 13:23:00,2025-12-12 13:38:00,0.25
TCK-1072,Ingreso a Backlog,2025-01-31 16:50:00,2025-01-31 17:05:00,0.25
TCK-1072,Inicio de Fase,2025-10-24 13:13:00,2025-10-24 13:28:00,0.25
TCK-1072,Resolución del Requerimiento,2025-10-26 09:19:00,2025-10-26 09:34:00,0.25
TCK-1072,Validación QA,2025-11-28 12:44:00,2025-11-28 12:59:00,0.25
TCK-1073,Aprobación por Comité,2025-02-02 18:00:00,2025-02-02 18:15:00,0.25
TCK-1073,Cierre del Ticket,2025-10-26 14:54:00,2025-10-26 15:09:00,0.25
TCK-1073,Creación de Ticket,2025-01-22 13:09:00,2025-01-22 13:24:00,0.25
TCK-1073,Evaluación de Requerimiento,2025-01-23 08:50:00,2025-01-23 09:05:00,0.25
TCK-1073,Fin de Fase,2025-12-13 14:15:00,2025-12-13 14:30:00,0.25
TCK-1073,Ingreso a Backlog,2025-01-31 12:38:00,2025-01-31 12:53:00,0.25
TCK-1073,Inicio de Fase,2025-09-27 14:01:00,2025-09-27 14:16:00,0.25
TCK-1073,Resolución del Requerimiento,2025-10-26 13:27:00,2025-10-26 13:42:00,0.25
TCK-1073,Validación QA,2025-11-26 11:10:00,2025-11-26 11:25:00,0.25
TCK-1074,Aprobación por Comité,2025-02-02 13:19:00,2025-02-02 13:34:00,0.25
TCK-1074,Cierre del Ticket,2025-10-26 11:45:00,2025-10-26 12:00:00,0.25
TCK-1074,Creación de Ticket,2025-01-22 10:57:00,2025-01-22 11:12:00,0.25
TCK-1074,Evaluación de Requerimiento,2025-01-23 15:36:00,2025-01-23 15:51:00,0.25
TCK-1074,Fin de Fase,2025-12-06 08:34:00,2025-12-06 08:49:00,0.25
TCK-1074,Ingreso a Backlog,2025-01-31 11:43:00,2025-01-31 11:58:00,0.25
TCK-1074,Inicio de Fase,2025-11-14 16:17:00,2025-11-14 16:32:00,0.25
TCK-1074,Resolución del Requerimiento,2025-10-26 09:42:00,2025-10-26 09:57:00,0.25
TCK-1074,Validación QA,2025-11-25 16:53:00,2025-11-25 17:08:00,0.25
TCK-1075,Aprobación por Comité,2025-02-03 11:19:00,2025-02-03 11:34:00,0.25
TCK-1075,Cierre del Ticket,2025-10-27 11:59:00,2025-10-27 12:14:00,0.25
TCK-1075,Creación de Ticket,2025-01-23 18:02:00,2025-01-23 18:17:00,0.25
TCK-1075,Evaluación de Requerimiento,2025-01-24 08:59:00,2025-01-24 09:14:00,0.25
TCK-1075,Fin de Fase,2025-12-10 09:42:00,2025-12-10 09:57:00,0.25
TCK-1075,Ingreso a Backlog,2025-02-01 17:22:00,2025-02-01 17:37:00,0.25
TCK-1075,Inicio de Fase,2025-09-15 09:38:00,2025-09-15 09:53:00,0.25
TCK-1075,Resolución del Requerimiento,2025-10-27 18:10:00,2025-10-27 18:25:00,0.25
TCK-1075,Validación QA,2025-11-27 08:38:00,2025-11-27 08:53:00,0.25
TCK-1076,Aprobación por Comité,2025-02-03 09:48:00,2025-02-03 10:03:00,0.25
TCK-1076,Cierre del Ticket,2025-10-27 17:45:00,2025-10-27 18:00:00,0.25
TCK-1076,Creación de Ticket,2025-01-23 17:56:00,2025-01-23 18:11:00,0.25
TCK-1076,Evaluación de Requerimiento,2025-01-24 14:07:00,2025-01-24 14:22:00,0.25
TCK-1076,Fin de Fase,2025-12-07 14:08:00,2025-12-07 14:23:00,0.25
TCK-1076,Ingreso a Backlog,2025-02-01 17:57:00,2025-02-01 18:12:00,0.25
TCK-1076,Inicio de Fase,2025-09-20 18:58:00,2025-09-20 19:13:00,0.25
TCK-1076,Resolución del Requerimiento,2025-10-27 17:17:00,2025-10-27 17:32:00,0.25
TCK-1076,Validación QA,2025-11-26 15:44:00,2025-11-26 15:59:00,0.25
TCK-1077,Aprobación por Comité,2025-02-03 16:47:00,2025-02-03 17:02:00,0.25
TCK-1077,Cierre del Ticket,2025-10-27 14:56:00,2025-10-27 15:11:00,0.25
TCK-1077,Creación de Ticket,2025-01-23 09:03:00,2025-01-23 09:18:00,0.25
TCK-1077,Evaluación de Requerimiento,2025-01-24 13:03:00,2025-01-24 13:18:00,0.25
TCK-1077,Fin de Fase,2025-12-09 11:24:00,2025-12-09 11:39:00,0.25
TCK-1077,Ingreso a Backlog,2025-02-01 08:20:00,2025-02-01 08:35:00,0.25
TCK-1077,Inicio de Fase,2025-09-27 10:45:00,2025-09-27 11:00:00,0.25
TCK-1077,Resolución del Requerimiento,2025-10-27 13:50:00,2025-10-27 14:05:00,0.25
TCK-1077,Validación QA,2025-12-01 14:30:00,2025-12-01 14:45:00,0.25
TCK-1078,Aprobación por Comité,2025-02-03 10:49:00,2025-02-03 11:04:00,0.25
TCK-1078,Cierre del Ticket,2025-10-27 08:44:00,2025-10-27 08:59:00,0.25
TCK-1078,Creación de Ticket,2025-01-23 16:38:00,2025-01-23 16:53:00,0.25
TCK-1078,Evaluación de Requerimiento,2025-01-24 11:40:00,2025-01-24 11:55:00,0.25
TCK-1078,Fin de Fase,2025-12-06 17:35:00,2025-12-06 17:50:00,0.25
TCK-1078,Ingreso a Backlog,2025-02-01 12:43:00,2025-02-01 12:58:00,0.25
TCK-1078,Inicio de Fase,2025-09-22 08:11:00,2025-09-22 08:26:00,0.25
TCK-1078,Resolución del Requerimiento,2025-10-27 15:19:00,2025-10-27 15:34:00,0.25
TCK-1078,Validación QA,2025-11-26 17:03:00,2025-11-26 17:18:00,0.25
TCK-1079,Aprobación por Comité,2025-02-04 14:29:00,2025-02-04 14:44:00,0.25
TCK-1079,Cierre del Ticket,2025-10-28 09:32:00,2025-10-28 09:47:00,0.25
TCK-1079,Creación de Ticket,2025-01-24 11:00:00,2025-01-24 11:15:00,0.25
TCK-1079,Evaluación de Requerimiento,2025-01-25 14:49:00,2025-01-25 15:04:00,0.25
TCK-1079,Fin de Fase,2025-12-11 08:17:00,2025-12-11 08:32:00,0.25
TCK-1079,Ingreso a Backlog,2025-02-02 17:36:00,2025-02-02 17:51:00,0.25
TCK-1079,Inicio de Fase,2025-09-18 10:21:00,2025-09-18 10:36:00,0.25
TCK-1079,Resolución del Requerimiento,2025-10-28 18:08:00,2025-10-28 18:23:00,0.25
TCK-1079,Validación QA,2025-11-29 16:17:00,2025-11-29 16:32:00,0.25
TCK-1080,Aprobación por Comité,2025-02-04 11:23:00,2025-02-04 11:38:00,0.25
TCK-1080,Cierre del Ticket,2025-10-28 12:14:00,2025-10-28 12:29:00,0.25
TCK-1080,Creación de Ticket,2025-01-24 12:39:00,2025-01-24 12:54:00,0.25
TCK-1080,Evaluación de Requerimiento,2025-01-25 14:01:00,2025-01-25 14:16:00,0.25
TCK-1080,Fin de Fase,2025-12-08 09:26:00,2025-12-08 09:41:00,0.25
TCK-1080,Ingreso a Backlog,2025-02-02 11:52:00,2025-02-02 12:07:00,0.25
TCK-1080,Inicio de Fase,2025-10-22 11:15:00,2025-10-22 11:30:00,0.25
TCK-1080,Resolución del Requerimiento,2025-10-28 14:22:00,2025-10-28 14:37:00,0.25
TCK-1080,Validación QA,2025-12-01 15:09:00,2025-12-01 15:24:00,0.25
TCK-1081,Aprobación por Comité,2025-02-04 08:07:00,2025-02-04 08:22:00,0.25
TCK-1081,Cierre del Ticket,2025-10-28 16:44:00,2025-10-28 16:59:00,0.25
TCK-1081,Creación de Ticket,2025-01-24 11:29:00,2025-01-24 11:44:00,0.25
TCK-1081,Evaluación de Requerimiento,2025-01-25 12:42:00,2025-01-25 12:57:00,0.25
TCK-1081,Fin de Fase,2025-12-13 12:34:00,2025-12-13 12:49:00,0.25
TCK-1081,Ingreso a Backlog,2025-02-02 16:01:00,2025-02-02 16:16:00,0.25
TCK-1081,Inicio de Fase,2025-10-23 16:09:00,2025-10-23 16:24:00,0.25
TCK-1081,Resolución del Requerimiento,2025-10-28 12:05:00,2025-10-28 12:20:00,0.25
TCK-1081,Validación QA,2025-11-24 08:31:00,2025-11-24 08:46:00,0.25
TCK-1082,Aprobación por Comité,2025-02-05 16:12:00,2025-02-05 16:27:00,0.25
TCK-1082,Cierre del Ticket,2025-10-29 08:41:00,2025-10-29 08:56:00,0.25
TCK-1082,Creación de Ticket,2025-01-25 08:45:00,2025-01-25 09:00:00,0.25
TCK-1082,Evaluación de Requerimiento,2025-01-26 14:16:00,2025-01-26 14:31:00,0.25
TCK-1082,Fin de Fase,2025-12-09 11:21:00,2025-12-09 11:36:00,0.25
TCK-1082,Ingreso a Backlog,2025-02-03 16:29:00,2025-02-03 16:44:00,0.25
TCK-1082,Inicio de Fase,2025-10-23 18:30:00,2025-10-23 18:45:00,0.25
TCK-1082,Resolución del Requerimiento,2025-10-29 17:59:00,2025-10-29 18:14:00,0.25
TCK-1082,Validación QA,2025-11-29 17:37:00,2025-11-29 17:52:00,0.25
TCK-1083,Aprobación por Comité,2025-02-05 13:05:00,2025-02-05 13:20:00,0.25
TCK-1083,Cierre del Ticket,2025-10-29 11:57:00,2025-10-29 12:12:00,0.25
TCK-1083,Creación de Ticket,2025-01-25 18:04:00,2025-01-25 18:19:00,0.25
TCK-1083,Evaluación de Requerimiento,2025-01-26 13:05:00,2025-01-26 13:20:00,0.25
TCK-1083,Fin de Fase,2025-12-13 13:56:00,2025-12-13 14:11:00,0.25
TCK-1083,Ingreso a Backlog,2025-02-03 10:32:00,2025-02-03 10:47:00,0.25
TCK-1083,Inicio de Fase,2025-12-02 08:52:00,2025-12-02 09:07:00,0.25
TCK-1083,Resolución del Requerimiento,2025-10-29 12:55:00,2025-10-29 13:10:00,0.25
TCK-1083,Validación QA,2025-11-28 15:38:00,2025-11-28 15:53:00,0.25
TCK-1084,Aprobación por Comité,2025-02-05 10:18:00,2025-02-05 10:33:00,0.25
TCK-1084,Cierre del Ticket,2025-10-29 11:09:00,2025-10-29 11:24:00,0.25
TCK-1084,Creación de Ticket,2025-01-25 14:41:00,2025-01-25 14:56:00,0.25
TCK-1084,Evaluación de Requerimiento,2025-01-26 13:49:00,2025-01-26 14:04:00,0.25
TCK-1084,Fin de Fase,2025-12-10 16:48:00,2025-12-10 17:03:00,0.25
TCK-1084,Ingreso a Backlog,2025-02-03 16:16:00,2025-02-03 16:31:00,0.25
TCK-1084,Inicio de Fase,2025-11-14 09:59:00,2025-11-14 10:14:00,0.25
TCK-1084,Resolución del Requerimiento,2025-10-29 15:35:00,2025-10-29 15:50:00,0.25
TCK-1084,Validación QA,2025-11-26 10:13:00,2025-11-26 10:28:00,0.25
TCK-1085,Aprobación por Comité,2025-02-06 08:10:00,2025-02-06 08:25:00,0.25
TCK-1085,Cierre del Ticket,2025-10-30 09:19:00,2025-10-30 09:34:00,0.25
TCK-1085,Creación de Ticket,2025-01-26 17:20:00,2025-01-26 17:35:00,0.25
TCK-1085,Evaluación de Requerimiento,2025-01-27 16:27:00,2025-01-27 16:42:00,0.25
TCK-1085,Fin de Fase,2025-12-12 14:14:00,2025-12-12 14:29:00,0.25
TCK-1085,Ingreso a Backlog,2025-02-04 15:03:00,2025-02-04 15:18:00,0.25
TCK-1085,Inicio de Fase,2025-10-04 10:32:00,2025-10-04 10:47:00,0.25
TCK-1085,Resolución del Requerimiento,2025-10-30 18:16:00,2025-10-30 18:31:00,0.25
TCK-1085,Validación QA,2025-11-24 18:20:00,2025-11-24 18:35:00,0.25
TCK-1086,Aprobación por Comité,2025-02-06 16:36:00,2025-02-06 16:51:00,0.25
TCK-1086,Cierre del Ticket,2025-10-30 13:14:00,2025-10-30 13:29:00,0.25
TCK-1086,Creación de Ticket,2025-01-26 14:34:00,2025-01-26 14:49:00,0.25
TCK-1086,Evaluación de Requerimiento,2025-01-27 12:23:00,2025-01-27 12:38:00,0.25
TCK-1086,Fin de Fase,2025-12-06 14:18:00,2025-12-06 14:33:00,0.25
TCK-1086,Ingreso a Backlog,2025-02-04 16:42:00,2025-02-04 16:57:00,0.25
TCK-1086,Inicio de Fase,2025-10-20 08:10:00,2025-10-20 08:25:00,0.25
TCK-1086,Resolución del Requerimiento,2025-10-30 17:38:00,2025-10-30 17:53:00,0.25
TCK-1086,Validación QA,2025-11-25 16:46:00,2025-11-25 17:01:00,0.25
TCK-1087,Aprobación por Comité,2025-02-06 10:42:00,2025-02-06 10:57:00,0.25
TCK-1087,Cierre del Ticket,2025-10-30 16:35:00,2025-10-30 16:50:00,0.25
TCK-1087,Creación de Ticket,2025-01-26 11:36:00,2025-01-26 11:51:00,0.25
TCK-1087,Evaluación de Requerimiento,2025-01-27 09:35:00,2025-01-27 09:50:00,0.25
TCK-1087,Fin de Fase,2025-12-12 13:28:00,2025-12-12 13:43:00,0.25
TCK-1087,Ingreso a Backlog,2025-02-04 13:14:00,2025-02-04 13:29:00,0.25
TCK-1087,Inicio de Fase,2025-09-28 12:01:00,2025-09-28 12:16:00,0.25
TCK-1087,Resolución del Requerimiento,2025-10-30 11:30:00,2025-10-30 11:45:00,0.25
TCK-1087,Validación QA,2025-12-01 14:43:00,2025-12-01 14:58:00,0.25
TCK-1088,Aprobación por Comité,2025-02-06 12:12:00,2025-02-06 12:27:00,0.25
TCK-1088,Cierre del Ticket,2025-10-30 12:40:00,2025-10-30 12:55:00,0.25
TCK-1088,Creación de Ticket,2025-01-26 17:36:00,2025-01-26 17:51:00,0.25
TCK-1088,Evaluación de Requerimiento,2025-01-27 13:44:00,2025-01-27 13:59:00,0.25
TCK-1088,Fin de Fase,2025-12-08 13:06:00,2025-12-08 13:21:00,0.25
TCK-1088,Ingreso a Backlog,2025-02-04 15:50:00,2025-02-04 16:05:00,0.25
TCK-1088,Inicio de Fase,2025-10-20 14:13:00,2025-10-20 14:28:00,0.25
TCK-1088,Resolución del Requerimiento,2025-10-30 08:29:00,2025-10-30 08:44:00,0.25
TCK-1088,Validación QA,2025-11-30 10:14:00,2025-11-30 10:29:00,0.25
TCK-1089,Aprobación por Comité,2025-02-07 18:43:00,2025-02-07 18:58:00,0.25
TCK-1089,Cierre del Ticket,2025-10-31 17:59:00,2025-10-31 18:14:00,0.25
TCK-1089,Creación de Ticket,2025-01-27 09:46:00,2025-01-27 10:01:00,0.25
TCK-1089,Evaluación de Requerimiento,2025-01-28 15:08:00,2025-01-28 15:23:00,0.25
TCK-1089,Fin de Fase,2025-12-05 18:52:00,2025-12-05 19:07:00,0.25
TCK-1089,Ingreso a Backlog,2025-02-05 18:50:00,2025-02-05 19:05:00,0.25
TCK-1089,Inicio de Fase,2025-10-02 10:13:00,2025-10-02 10:28:00,0.25
TCK-1089,Resolución del Requerimiento,2025-10-31 13:36:00,2025-10-31 13:51:00,0.25
TCK-1089,Validación QA,2025-12-01 18:26:00,2025-12-01 18:41:00,0.25
TCK-1090,Aprobación por Comité,2025-02-07 18:43:00,2025-02-07 18:58:00,0.25
TCK-1090,Cierre del Ticket,2025-10-31 09:16:00,2025-10-31 09:31:00,0.25
TCK-1090,Creación de Ticket,2025-01-27 14:19:00,2025-01-27 14:34:00,0.25
TCK-1090,Evaluación de Requerimiento,2025-01-28 10:44:00,2025-01-28 10:59:00,0.25
TCK-1090,Fin de Fase,2025-12-06 16:32:00,2025-12-06 16:47:00,0.25
TCK-1090,Ingreso a Backlog,2025-02-05 15:10:00,2025-02-05 15:25:00,0.25
TCK-1090,Inicio de Fase,2025-11-13 11:53:00,2025-11-13 12:08:00,0.25
TCK-1090,Resolución del Requerimiento,2025-10-31 15:40:00,2025-10-31 15:55:00,0.25
TCK-1090,Validación QA,2025-11-23 14:19:00,2025-11-23 14:34:00,0.25
TCK-1091,Aprobación por Comité,2025-02-07 17:25:00,2025-02-07 17:40:00,0.25
TCK-1091,Cierre del Ticket,2025-10-31 11:10:00,2025-10-31 11:25:00,0.25
TCK-1091,Creación de Ticket,2025-01-27 12:19:00,2025-01-27 12:34:00,0.25
TCK-1091,Evaluación de Requerimiento,2025-01-28 13:14:00,2025-01-28 13:29:00,0.25
TCK-1091,Fin de Fase,2025-12-12 08:31:00,2025-12-12 08:46:00,0.25
TCK-1091,Ingreso a Backlog,2025-02-05 09:42:00,2025-02-05 09:57:00,0.25
TCK-1091,Inicio de Fase,2025-09-11 15:17:00,2025-09-11 15:32:00,0.25
TCK-1091,Resolución del Requerimiento,2025-10-31 14:21:00,2025-10-31 14:36:00,0.25
TCK-1091,Validación QA,2025-11-23 17:25:00,2025-11-23 17:40:00,0.25
TCK-1092,Aprobación por Comité,2025-02-08 10:42:00,2025-02-08 10:57:00,0.25
TCK-1092,Cierre del Ticket,2025-11-01 09:32:00,2025-11-01 09:47:00,0.25
TCK-1092,Creación de Ticket,2025-01-28 15:41:00,2025-01-28 15:56:00,0.25
TCK-1092,Evaluación de Requerimiento,2025-01-29 14:09:00,2025-01-29 14:24:00,0.25
TCK-1092,Fin de Fase,2025-12-09 16:53:00,2025-12-09 17:08:00,0.25
TCK-1092,Ingreso a Backlog,2025-02-06 13:22:00,2025-02-06 13:37:00,0.25
TCK-1092,Inicio de Fase,2025-09-26 12:20:00,2025-09-26 12:35:00,0.25
TCK-1092,Resolución del Requerimiento,2025-11-01 18:44:00,2025-11-01 18:59:00,0.25
TCK-1092,Validación QA,2025-11-24 16:44:00,2025-11-24 16:59:00,0.25
TCK-1093,Aprobación por Comité,2025-02-08 15:00:00,2025-02-08 15:15:00,0.25
TCK-1093,Cierre del Ticket,2025-11-01 11:54:00,2025-11-01 12:09:00,0.25
TCK-1093,Creación de Ticket,2025-01-28 13:06:00,2025-01-28 13:21:00,0.25
TCK-1093,Evaluación de Requerimiento,2025-01-29 14:48:00,2025-01-29 15:03:00,0.25
TCK-1093,Fin de Fase,2025-12-12 10:05:00,2025-12-12 10:20:00,0.25
TCK-1093,Ingreso a Backlog,2025-02-06 14:37:00,2025-02-06 14:52:00,0.25
TCK-1093,Inicio de Fase,2025-09-30 13:36:00,2025-09-30 13:51:00,0.25
TCK-1093,Resolución del Requerimiento,2025-11-01 09:38:00,2025-11-01 09:53:00,0.25
TCK-1093,Validación QA,2025-11-27 18:07:00,2025-11-27 18:22:00,0.25
TCK-1094,Aprobación por Comité,2025-02-08 15:17:00,2025-02-08 15:32:00,0.25
TCK-1094,Cierre del Ticket,2025-11-01 18:14:00,2025-11-01 18:29:00,0.25
TCK-1094,Creación de Ticket,2025-01-28 12:59:00,2025-01-28 13:14:00,0.25
TCK-1094,Evaluación de Requerimiento,2025-01-29 18:58:00,2025-01-29 19:13:00,0.25
TCK-1094,Fin de Fase,2025-12-05 13:37:00,2025-12-05 13:52:00,0.25
TCK-1094,Ingreso a Backlog,2025-02-06 15:18:00,2025-02-06 15:33:00,0.25
TCK-1094,Inicio de Fase,2025-09-14 17:03:00,2025-09-14 17:18:00,0.25
TCK-1094,Resolución del Requerimiento,2025-11-01 15:27:00,2025-11-01 15:42:00,0.25
TCK-1094,Validación QA,2025-11-24 14:25:00,2025-11-24 14:40:00,0.25
TCK-1095,Aprobación por Comité,2025-02-08 15:08:00,2025-02-08 15:23:00,0.25
TCK-1095,Cierre del Ticket,2025-11-01 10:08:00,2025-11-01 10:23:00,0.25
TCK-1095,Creación de Ticket,2025-01-28 17:32:00,2025-01-28 17:47:00,0.25
TCK-1095,Evaluación de Requerimiento,2025-01-29 08:47:00,2025-01-29 09:02:00,0.25
TCK-1095,Fin de Fase,2025-12-03 11:05:00,2025-12-03 11:20:00,0.25
TCK-1095,Ingreso a Backlog,2025-02-06 08:13:00,2025-02-06 08:28:00,0.25
TCK-1095,Inicio de Fase,2025-09-20 12:01:00,2025-09-20 12:16:00,0.25
TCK-1095,Resolución del Requerimiento,2025-11-01 16:56:00,2025-11-01 17:11:00,0.25
TCK-1095,Validación QA,2025-11-23 10:00:00,2025-11-23 10:15:00,0.25
TCK-1096,Aprobación por Comité,2025-02-09 16:34:00,2025-02-09 16:49:00,0.25
TCK-1096,Cierre del Ticket,2025-11-02 08:29:00,2025-11-02 08:44:00,0.25
TCK-1096,Creación de Ticket,2025-01-29 16:15:00,2025-01-29 16:30:00,0.25
TCK-1096,Evaluación de Requerimiento,2025-01-30 10:46:00,2025-01-30 11:01:00,0.25
TCK-1096,Fin de Fase,2025-12-06 11:27:00,2025-12-06 11:42:00,0.25
TCK-1096,Ingreso a Backlog,2025-02-07 11:01:00,2025-02-07 11:16:00,0.25
TCK-1096,Inicio de Fase,2025-11-28 14:35:00,2025-11-28 14:50:00,0.25
TCK-1096,Resolución del Requerimiento,2025-11-02 15:05:00,2025-11-02 15:20:00,0.25
TCK-1096,Validación QA,2025-11-29 17:17:00,2025-11-29 17:32:00,0.25
TCK-1097,Aprobación por Comité,2025-02-09 10:25:00,2025-02-09 10:40:00,0.25
TCK-1097,Cierre del Ticket,2025-11-02 10:19:00,2025-11-02 10:34:00,0.25
TCK-1097,Creación de Ticket,2025-01-29 08:36:00,2025-01-29 08:51:00,0.25
TCK-1097,Evaluación de Requerimiento,2025-01-30 17:31:00,2025-01-30 17:46:00,0.25
TCK-1097,Fin de Fase,2025-12-08 08:34:00,2025-12-08 08:49:00,0.25
TCK-1097,Ingreso a Backlog,2025-02-07 11:01:00,2025-02-07 11:16:00,0.25
TCK-1097,Inicio de Fase,2025-11-26 11:05:00,2025-11-26 11:20:00,0.25
TCK-1097,Resolución del Requerimiento,2025-11-02 15:03:00,2025-11-02 15:18:00,0.25
TCK-1097,Validación QA,2025-11-23 14:56:00,2025-11-23 15:11:00,0.25
TCK-1098,Aprobación por Comité,2025-02-09 14:35:00,2025-02-09 14:50:00,0.25
TCK-1098,Cierre del Ticket,2025-11-02 12:41:00,2025-11-02 12:56:00,0.25
TCK-1098,Creación de Ticket,2025-01-29 16:32:00,2025-01-29 16:47:00,0.25
TCK-1098,Evaluación de Requerimiento,2025-01-30 13:40:00,2025-01-30 13:55:00,0.25
TCK-1098,Fin de Fase,2025-12-13 13:24:00,2025-12-13 13:39:00,0.25
TCK-1098,Ingreso a Backlog,2025-02-07 09:23:00,2025-02-07 09:38:00,0.25
TCK-1098,Inicio de Fase,2025-11-19 12:35:00,2025-11-19 12:50:00,0.25
TCK-1098,Resolución del Requerimiento,2025-11-02 14:38:00,2025-11-02 14:53:00,0.25
TCK-1098,Validación QA,2025-11-27 10:43:00,2025-11-27 10:58:00,0.25
TCK-1099,Aprobación por Comité,2025-02-10 13:10:00,2025-02-10 13:25:00,0.25
TCK-1099,Cierre del Ticket,2025-11-03 13:37:00,2025-11-03 13:52:00,0.25
TCK-1099,Creación de Ticket,2025-01-30 10:49:00,2025-01-30 11:04:00,0.25
TCK-1099,Evaluación de Requerimiento,2025-01-31 17:00:00,2025-01-31 17:15:00,0.25
TCK-1099,Fin de Fase,2025-12-07 15:26:00,2025-12-07 15:41:00,0.25
TCK-1099,Ingreso a Backlog,2025-02-08 15:54:00,2025-02-08 16:09:00,0.25
TCK-1099,Inicio de Fase,2025-11-11 15:55:00,2025-11-11 16:10:00,0.25
TCK-1099,Resolución del Requerimiento,2025-11-03 12:33:00,2025-11-03 12:48:00,0.25
TCK-1099,Validación QA,2025-11-29 09:27:00,2025-11-29 09:42:00,0.25
TCK-1100,Aprobación por Comité,2025-02-10 15:10:00,2025-02-10 15:25:00,0.25
TCK-1100,Cierre del Ticket,2025-11-03 15:48:00,2025-11-03 16:03:00,0.25
TCK-1100,Creación de Ticket,2025-01-30 15:09:00,2025-01-30 15:24:00,0.25
TCK-1100,Evaluación de Requerimiento,2025-01-31 14:02:00,2025-01-31 14:17:00,0.25
TCK-1100,Fin de Fase,2025-12-04 12:08:00,2025-12-04 12:23:00,0.25
TCK-1100,Ingreso a Backlog,2025-02-08 14:40:00,2025-02-08 14:55:00,0.25
TCK-1100,Inicio de Fase,2025-09-18 12:13:00,2025-09-18 12:28:00,0.25
TCK-1100,Resolución del Requerimiento,2025-11-03 16:08:00,2025-11-03 16:23:00,0.25
TCK-1100,Validación QA,2025-11-28 10:25:00,2025-11-28 10:40:00,0.25
TCK-1101,Aprobación por Comité,2025-02-10 18:49:00,2025-02-10 19:04:00,0.25
TCK-1101,Cierre del Ticket,2025-11-03 16:11:00,2025-11-03 16:26:00,0.25
TCK-1101,Creación de Ticket,2025-01-30 13:13:00,2025-01-30 13:28:00,0.25
TCK-1101,Evaluación de Requerimiento,2025-01-31 15:33:00,2025-01-31 15:48:00,0.25
TCK-1101,Fin de Fase,2025-12-03 17:35:00,2025-12-03 17:50:00,0.25
TCK-1101,Ingreso a Backlog,2025-02-08 11:27:00,2025-02-08 11:42:00,0.25
TCK-1101,Inicio de Fase,2025-10-11 11:47:00,2025-10-11 12:02:00,0.25
TCK-1101,Resolución del Requerimiento,2025-11-03 14:46:00,2025-11-03 15:01:00,0.25
TCK-1101,Validación QA,2025-12-02 08:15:00,2025-12-02 08:30:00,0.25
TCK-1102,Aprobación por Comité,2025-02-11 17:28:00,2025-02-11 17:43:00,0.25
TCK-1102,Cierre del Ticket,2025-11-04 16:49:00,2025-11-04 17:04:00,0.25
TCK-1102,Creación de Ticket,2025-01-31 17:58:00,2025-01-31 18:13:00,0.25
TCK-1102,Evaluación de Requerimiento,2025-02-01 10:39:00,2025-02-01 10:54:00,0.25
TCK-1102,Fin de Fase,2025-12-10 15:54:00,2025-12-10 16:09:00,0.25
TCK-1102,Ingreso a Backlog,2025-02-09 13:32:00,2025-02-09 13:47:00,0.25
TCK-1102,Inicio de Fase,2025-09-22 17:46:00,2025-09-22 18:01:00,0.25
TCK-1102,Resolución del Requerimiento,2025-11-04 14:47:00,2025-11-04 15:02:00,0.25
TCK-1102,Validación QA,2025-11-29 15:40:00,2025-11-29 15:55:00,0.25
TCK-1103,Aprobación por Comité,2025-02-11 18:36:00,2025-02-11 18:51:00,0.25
TCK-1103,Cierre del Ticket,2025-11-04 11:01:00,2025-11-04 11:16:00,0.25
TCK-1103,Creación de Ticket,2025-01-31 08:06:00,2025-01-31 08:21:00,0.25
TCK-1103,Evaluación de Requerimiento,2025-02-01 11:48:00,2025-02-01 12:03:00,0.25
TCK-1103,Fin de Fase,2025-12-10 15:39:00,2025-12-10 15:54:00,0.25
TCK-1103,Ingreso a Backlog,2025-02-09 15:35:00,2025-02-09 15:50:00,0.25
TCK-1103,Inicio de Fase,2025-11-13 16:08:00,2025-11-13 16:23:00,0.25
TCK-1103,Resolución del Requerimiento,2025-11-04 08:17:00,2025-11-04 08:32:00,0.25
TCK-1103,Validación QA,2025-11-23 15:19:00,2025-11-23 15:34:00,0.25
TCK-1104,Aprobación por Comité,2025-02-11 13:39:00,2025-02-11 13:54:00,0.25
TCK-1104,Cierre del Ticket,2025-11-04 11:51:00,2025-11-04 12:06:00,0.25
TCK-1104,Creación de Ticket,2025-01-31 17:28:00,2025-01-31 17:43:00,0.25
TCK-1104,Evaluación de Requerimiento,2025-02-01 10:34:00,2025-02-01 10:49:00,0.25
TCK-1104,Fin de Fase,2025-12-13 12:02:00,2025-12-13 12:17:00,0.25
TCK-1104,Ingreso a Backlog,2025-02-09 16:56:00,2025-02-09 17:11:00,0.25
