id_ticket,secuencia_actividades
TCK-1148,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Resolución del Requerimiento → Cierre del Ticket → Validación QA → Inicio de Fase → Fin de Fase
TCK-1149,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Resolución del Requerimiento → Cierre del Ticket → Validación QA → Fin de Fase
TCK-1150,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Resolución del Requerimiento → Cierre del Ticket → Validación QA → Fin de Fase
TCK-1151,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Cierre del Ticket → Resolución del Requerimiento → Inicio de Fase → Validación QA → Fin de Fase
TCK-1152,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Cierre del Ticket → Resolución del Requerimiento → Validación QA → Inicio de Fase → Fin de Fase
TCK-1153,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Cierre del Ticket → Resolución del Requerimiento → Validación QA → Fin de Fase
TCK-1154,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Resolución del Requerimiento → Cierre del Ticket → Validación QA → Fin de Fase
TCK-1155,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Resolución del Requerimiento → Cierre del Ticket → Validación QA → Fin de Fase
TCK-1156,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Cierre del Ticket → Resolución del Requerimiento → Validación QA → Fin de Fase
TCK-1157,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Cierre del Ticket → Resolución del Requerimiento → Validación QA → Fin de Fase
TCK-1158,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Resolución del Requerimiento → Cierre del Ticket → Validación QA → Fin de Fase
TCK-1159,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Cierre del Ticket → Resolución del Requerimiento → Validación QA → Fin de Fase
TCK-1160,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Resolución del Requerimiento → Cierre del Ticket → Validación QA → Fin de Fase
TCK-1161,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Resolución del Requerimiento → Cierre del Ticket → Validación QA → Fin de Fase
TCK-1162,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Resolución del Requerimiento → Cierre del Ticket → Validación QA → Fin de Fase
TCK-1163,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Cierre del Ticket → Resolución del Requerimiento → Validación QA → Fin de Fase
TCK-1164,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Cierre del Ticket → Resolución del Requerimiento → Validación QA → Fin de Fase
TCK-1165,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Resolución del Requerimiento → Cierre del Ticket → Validación QA → Fin de Fase
TCK-1166,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1167,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Cierre del Ticket → Resolución del Requerimiento → Validación QA → Fin de Fase
TCK-1168,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Cierre del Ticket → Resolución del Requerimiento → Validación QA → Fin de Fase
TCK-1169,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Cierre del Ticket → Resolución del Requerimiento → Validación QA → Fin de Fase
TCK-1170,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Cierre del Ticket → Resolución del Requerimiento → Validación QA → Fin de Fase
TCK-1171,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Resolución del Requerimiento → Cierre del Ticket → Validación QA → Fin de Fase
TCK-1172,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Cierre del Ticket → Resolución del Requerimiento → Validación QA → Fin de Fase
TCK-1173,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Cierre del Ticket → Resolución del Requerimiento → Validación QA → Fin de Fase
TCK-1174,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Cierre del Ticket → Resolución del Requerimiento → Validación QA → Fin de Fase
TCK-1175,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1176,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Cierre del Ticket → Resolución del Requerimiento → Validación QA → Fin de Fase
TCK-1177,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1178,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Cierre del Ticket → Resolución del Requerimiento → Fin de Fase
TCK-1179,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Resolución del Requerimiento → Cierre del Ticket → Validación QA → Fin de Fase
TCK-1180,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Resolución del Requerimiento → Cierre del Ticket → Validación QA → Fin de Fase
TCK-1181,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Resolución del Requerimiento → Cierre del Ticket → Inicio de Fase → Validación QA → Fin de Fase
TCK-1182,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Resolución del Requerimiento → Cierre del Ticket → Validación QA → Fin de Fase
TCK-1183,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Resolución del Requerimiento → Cierre del Ticket → Validación QA → Fin de Fase
TCK-1184,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1185,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Cierre del Ticket → Resolución del Requerimiento → Fin de Fase
TCK-1186,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Resolución del Requerimiento → Cierre del Ticket → Validación QA → Fin de Fase
TCK-1187,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Cierre del Ticket → Resolución del Requerimiento → Validación QA → Fin de Fase
TCK-1188,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Cierre del Ticket → Resolución del Requerimiento → Inicio de Fase → Validación QA → Fin de Fase
TCK-1189,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1190,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1191,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1192,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1193,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Cierre del Ticket → Resolución del Requerimiento → Fin de Fase
TCK-1194,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Cierre del Ticket → Resolución del Requerimiento → Fin de Fase
TCK-1195,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1196,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Cierre del Ticket → Resolución del Requerimiento → Fin de Fase
TCK-1197,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1198,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Resolución del Requerimiento → Validación QA → Cierre del Ticket → Fin de Fase
TCK-1199,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1200,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Cierre del Ticket → Resolución del Requerimiento → Fin de Fase
TCK-1201,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Cierre del Ticket → Resolución del Requerimiento → Fin de Fase
TCK-1202,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1203,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1204,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1205,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Cierre del Ticket → Resolución del Requerimiento → Fin de Fase
TCK-1206,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1207,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1208,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1209,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1210,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Cierre del Ticket → Resolución del Requerimiento → Fin de Fase
TCK-1211,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Validación QA → Inicio de Fase → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1212,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1213,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1214,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Cierre del Ticket → Resolución del Requerimiento → Fin de Fase
TCK-1215,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1216,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1217,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1218,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Validación QA → Inicio de Fase → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1219,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1220,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Cierre del Ticket → Resolución del Requerimiento → Fin de Fase
TCK-1221,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1222,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Fin de Fase → Cierre del Ticket
TCK-1223,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Cierre del Ticket → Resolución del Requerimiento → Fin de Fase
TCK-1224,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1225,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1226,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1227,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1228,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1229,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Resolución del Requerimiento → Cierre del Ticket → Fin de Fase
TCK-1230,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1231,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Cierre del Ticket → Resolución del Requerimiento → Fin de Fase
TCK-1232,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1233,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1234,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1235,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1236,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1237,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1238,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1239,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1240,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1241,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1242,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1243,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1244,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1245,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1246,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1247,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1248,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Validación QA → Inicio de Fase → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1249,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1250,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1251,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1252,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1253,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1254,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1255,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1256,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1257,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1258,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1259,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1260,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1261,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1262,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1263,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Validación QA → Inicio de Fase → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1264,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1265,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1266,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1267,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1268,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1269,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1270,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1271,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1272,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1273,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1274,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1275,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1276,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Validación QA → Inicio de Fase → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1277,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1278,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1279,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1280,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1281,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1282,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1283,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1284,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1285,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1286,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1287,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Validación QA → Inicio de Fase → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1288,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1289,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
TCK-1290,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1291,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1292,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1293,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Cierre del Ticket → Resolución del Requerimiento
TCK-1294,Creación de Ticket → Evaluación de Requerimiento → Ingreso a Backlog → Aprobación por Comité → Inicio de Fase → Validación QA → Fin de Fase → Resolución del Requerimiento → Cierre del Ticket
